name, movie, percent of dialogue, percent of fanworks (literal), percent of fanworks (including sub tags), age, gender,  year, script ID, imdb ID, movie words, gross, AO3 works in closest fandom (literal), AO3 works in closest fandom (including fandom subtags), AO3 closest fandom,title similarity
spinner dunn,Death to Smoochy,0.0244964616222,-1,-1,42,m,2002,850,tt0266452,9185,12,-1,0,,0
tommy cotter,Death to Smoochy,0.0470332063146,-1,-1,54,f,2002,850,tt0266452,9185,12,-1,0,,0
jonathan mcquar,Deception,0.688180859787,-1,-1,37,m,2008,851,tt0800240,8537,5,0,0,,0
male voice,Deception,0.0201475928312,-1,-1,None,m,2008,851,tt0800240,8537,5,0,0,,0
peterson,Deception,0.024247393698,0.0454545454545,0.0454545454545,None,m,2008,851,tt0800240,8537,5,1,1,Man Who Fell to Earth (1976),0.0357142857143
receptionist,Deception,0.016164929132,-1,-1,None,f,2008,851,tt0800240,8537,5,0,0,,0
s,Deception,0.0722736324236,-1,-1,28,f,2008,851,tt0800240,8537,5,0,0,,0
spanish bank te,Deception,0.0130022256062,-1,-1,None,f,2008,851,tt0800240,8537,5,0,0,,0
the blonde,Deception,0.0124165397681,-1,-1,None,f,2008,851,tt0800240,8537,5,0,0,,0
wyatt bose,Deception,0.153566826754,-1,-1,40,m,2008,851,tt0800240,8537,5,0,0,,0
barbosa,Deep Cover,0.068514046015,-1,-1,51,m,1992,852,tt0104073,7867,34,-1,0,,0
belinda,Deep Cover,0.0329223337994,-1,-1,28,f,1992,852,tt0104073,7867,34,-1,0,,0
cal tech,Deep Cover,0.0223719333927,-1,-1,22,m,1992,852,tt0104073,7867,34,-1,0,,0
carver,Deep Cover,0.130036862845,-1,-1,39,m,1992,852,tt0104073,7867,34,-1,0,,0
eddie,Deep Cover,0.0397864497267,-1,-1,33,m,1992,852,tt0104073,7867,34,-1,0,,0
elias,Deep Cover,0.234396847591,-1,-1,None,m,1992,852,tt0104073,7867,34,-1,0,,0
gallegos,Deep Cover,0.021863480361,-1,-1,None,m,1992,852,tt0104073,7867,34,-1,0,,0
gopher,Deep Cover,0.030634295157,-1,-1,70,m,1992,852,tt0104073,7867,34,-1,0,,0
hernandez,Deep Cover,0.016016270497,-1,-1,37,m,1992,852,tt0104073,7867,34,-1,0,,0
john hull,Deep Cover,0.262107537816,-1,-1,31,m,1992,852,tt0104073,7867,34,-1,0,,0
mccutcheon,Deep Cover,0.069912291852,-1,-1,None,f,1992,852,tt0104073,7867,34,-1,0,,0
taft,Deep Cover,0.045125206559,-1,-1,53,m,1992,852,tt0104073,7867,34,-1,0,,0
young russell s,Deep Cover,0.0263124443879,-1,-1,None,m,1992,852,tt0104073,7867,34,-1,0,,0
albert,The Deer Hunter,0.0612880886427,-1,-1,None,m,1978,853,tt0077416,5776,None,-1,0,,0
angela,The Deer Hunter,0.0186980609418,-1,-1,36,f,1978,853,tt0077416,5776,None,-1,0,,0
armand,The Deer Hunter,0.0353185595568,-1,-1,None,m,1978,853,tt0077416,5776,None,-1,0,,0
colonel,The Deer Hunter,0.029432132964,-1,-1,None,m,1978,853,tt0077416,5776,None,-1,0,,0
john,The Deer Hunter,0.0309903047091,-1,-1,33,m,1978,853,tt0077416,5776,None,-1,0,,0
linda,The Deer Hunter,0.0824099722992,-1,-1,29,f,1978,853,tt0077416,5776,None,-1,0,,0
merle,The Deer Hunter,0.18438365651,-1,-1,None,m,1978,853,tt0077416,5776,None,-1,0,,0
nick,The Deer Hunter,0.297783933518,-1,-1,35,m,1978,853,tt0077416,5776,None,-1,0,,0
sal,The Deer Hunter,0.0663088642659,-1,-1,None,m,1978,853,tt0077416,5776,None,-1,0,,0
vince,The Deer Hunter,0.16932132964,-1,-1,None,m,1978,853,tt0077416,5776,None,-1,0,,0
wedding man,The Deer Hunter,0.0240650969529,-1,-1,36,m,1978,853,tt0077416,5776,None,-1,0,,0
arkady lubczans,Defiance,0.0181751758151,-1,-1,None,m,2008,855,tt1034303,10949,34,0,0,,0
aron bielski,Defiance,0.0116905653484,-1,-1,16,m,2008,855,tt1034303,10949,34,0,0,,0
asael bielski,Defiance,0.0789113161019,-1,-1,22,m,2008,855,tt1034303,10949,34,0,0,,0
belarussian pol,Defiance,0.0179925107316,-1,-1,57,m,2008,855,tt1034303,10949,34,0,0,,0
bella,Defiance,0.038177002466,0.523241954708,0.523241954708,37,f,2008,855,tt1034303,10949,34,439,439,Twilight (Movies),0.0588235294118
ben zion gulkow,Defiance,0.0159831948123,-1,-1,53,m,2008,855,tt1034303,10949,34,0,0,,0
chaya dzienciel,Defiance,0.0109599050142,-1,-1,19,f,2008,855,tt1034303,10949,34,0,0,,0
isaac malbin,Defiance,0.0454836058087,-1,-1,37,m,2008,855,tt1034303,10949,34,0,0,,0
jacov,Defiance,0.0103205772217,-1,-1,None,m,2008,855,tt1034303,10949,34,0,0,,0
konstanty 'kosc,Defiance,0.0151612019362,-1,-1,52,m,2008,855,tt1034303,10949,34,0,0,,0
lilka ticktin,Defiance,0.0420129692209,-1,-1,26,f,2008,855,tt1034303,10949,34,0,0,,0
lova volkin,Defiance,0.0112339026395,-1,-1,46,m,2008,855,tt1034303,10949,34,0,0,,0
miriam,Defiance,0.0101379121381,0.00140261396238,0.00618425247051,None,f,2008,855,tt1034303,10949,34,22,97,Hannibal Lecter Series - All Media Types,0.05
riva reich,Defiance,0.0209151520687,-1,-1,None,f,2008,855,tt1034303,10949,34,0,0,,0
shimon haretz,Defiance,0.0790026486437,-1,-1,58,m,2008,855,tt1034303,10949,34,0,0,,0
tamara skidelsk,Defiance,0.0167138551466,-1,-1,33,f,2008,855,tt1034303,10949,34,0,0,,0
tuvia bielski,Defiance,0.312722623071,-1,-1,40,m,2008,855,tt1034303,10949,34,0,0,,0
viktor panchenk,Defiance,0.0372636770481,-1,-1,46,m,2008,855,tt1034303,10949,34,0,0,,0
yitzhak shulman,Defiance,0.0233811306969,-1,-1,33,m,2008,855,tt1034303,10949,34,0,0,,0
zus bielski,Defiance,0.183761074071,-1,-1,41,m,2008,855,tt1034303,10949,34,0,0,,0
buggin' out,Do the Right Thing,0.0971283783784,-1,-1,31,m,1989,861,tt0097216,5920,60,0,0,,0
charlie,Do the Right Thing,0.0180743243243,0.0682160173884,0.0682160173884,50,m,1989,861,tt0097216,5920,60,408,408,Kingsman (Movies),0.166666666667
da mayor,Do the Right Thing,0.118243243243,-1,-1,72,m,1989,861,tt0097216,5920,60,0,0,,0
jade,Do the Right Thing,0.0655405405405,0.000187429713857,0.000210858428089,27,f,1989,861,tt0097216,5920,60,24,27,Harry Potter - J. K. Rowling,0.0357142857143
ml,Do the Right Thing,0.0503378378378,-1,-1,51,m,1989,861,tt0097216,5920,60,0,0,,0
mookie,Do the Right Thing,0.195608108108,-1,-1,32,m,1989,861,tt0097216,5920,60,0,0,,0
mother sister,Do the Right Thing,0.0548986486486,-1,-1,67,f,1989,861,tt0097216,5920,60,0,0,,0
pino,Do the Right Thing,0.095777027027,-1,-1,32,m,1989,861,tt0097216,5920,60,0,0,,0
radio raheem,Do the Right Thing,0.04375,-1,-1,36,m,1989,861,tt0097216,5920,60,0,0,,0
salvatore 'sal',Do the Right Thing,0.144087837838,-1,-1,56,m,1989,861,tt0097216,5920,60,0,0,,0
sweet dick will,Do the Right Thing,0.0231418918919,-1,-1,36,m,1989,861,tt0097216,5920,60,0,0,,0
tina,Do the Right Thing,0.0603040540541,0.000112131368127,0.00012459040903,25,f,1989,861,tt0097216,5920,60,9,10,The Avengers (Marvel Movies),0.142857142857
vito,Do the Right Thing,0.0331081081081,0.130434782609,0.130434782609,35,m,1989,861,tt0097216,5920,60,6,6,The Godfather (1972 1974 1990),0.133333333333
ashley,Disturbia,0.183393729321,-1,-1,23,f,2007,863,tt0486822,6347,101,-1,0,,0
detective parke,Disturbia,0.0374980305656,-1,-1,42,f,2007,863,tt0486822,6347,101,-1,0,,0
julie,Disturbia,0.0842917913975,-1,-1,40,f,2007,863,tt0486822,6347,101,-1,0,,0
kale,Disturbia,0.433748227509,-1,-1,21,m,2007,863,tt0486822,6347,101,-1,0,,0
mr. turner,Disturbia,0.115172522452,-1,-1,54,m,2007,863,tt0486822,6347,101,-1,0,,0
ronnie,Disturbia,0.145895698755,-1,-1,28,m,2007,863,tt0486822,6347,101,-1,0,,0
heidi,Dog Day Afternoon,0.0725639966969,-1,-1,None,f,1975,864,tt0072890,9688,None,-1,0,,0
jenny,Dog Day Afternoon,0.0135218827415,-1,-1,23,f,1975,864,tt0072890,9688,None,-1,0,,0
leon,Dog Day Afternoon,0.102910817506,-1,-1,33,m,1975,864,tt0072890,9688,None,-1,0,,0
moretti,Dog Day Afternoon,0.11426507019,-1,-1,52,m,1975,864,tt0072890,9688,None,-1,0,,0
mulvaney,Dog Day Afternoon,0.0731833195706,-1,-1,52,m,1975,864,tt0072890,9688,None,-1,0,,0
sal,Dog Day Afternoon,0.0473781998348,-1,-1,40,m,1975,864,tt0072890,9688,None,-1,0,,0
sonny,Dog Day Afternoon,0.512180016515,-1,-1,35,m,1975,864,tt0072890,9688,None,-1,0,,0
sylvia,Dog Day Afternoon,0.0472749793559,-1,-1,None,f,1975,864,tt0072890,9688,None,-1,0,,0
tv newsman,Dog Day Afternoon,0.0167217175888,-1,-1,None,m,1975,864,tt0072890,9688,None,-1,0,,0
berger,Donnie Brasco,0.0144830659537,-1,-1,None,f,1997,866,tt0119008,13464,79,-1,0,,0
boobie,Donnie Brasco,0.0236185383244,-1,-1,None,m,1997,866,tt0119008,13464,79,-1,0,,0
bursey,Donnie Brasco,0.0181966726084,-1,-1,None,m,1997,866,tt0119008,13464,79,-1,0,,0
calvino,Donnie Brasco,0.0135175282234,-1,-1,None,m,1997,866,tt0119008,13464,79,-1,0,,0
donnie,Donnie Brasco,0.270127748069,-1,-1,34,m,1997,866,tt0119008,13464,79,-1,0,,0
hogue,Donnie Brasco,0.0283719548425,-1,-1,None,m,1997,866,tt0119008,13464,79,-1,0,,0
joe,Donnie Brasco,0.0216131907308,-1,-1,None,m,1997,866,tt0119008,13464,79,-1,0,,0
jules,Donnie Brasco,0.0428550207962,-1,-1,None,m,1997,866,tt0119008,13464,79,-1,0,,0
lebow,Donnie Brasco,0.0270350564468,-1,-1,None,m,1997,866,tt0119008,13464,79,-1,0,,0
lefty,Donnie Brasco,0.280600118835,-1,-1,57,m,1997,866,tt0119008,13464,79,-1,0,,0
maggie,Donnie Brasco,0.0977421271539,-1,-1,28,f,1997,866,tt0119008,13464,79,-1,0,,0
marshall,Donnie Brasco,0.00987819370172,-1,-1,None,m,1997,866,tt0119008,13464,79,-1,0,,0
nicky,Donnie Brasco,0.051990493167,-1,-1,48,m,1997,866,tt0119008,13464,79,-1,0,,0
sonny,Donnie Brasco,0.0844474153298,-1,-1,39,m,1997,866,tt0119008,13464,79,-1,0,,0
terry,Donnie Brasco,0.015522875817,-1,-1,None,f,1997,866,tt0119008,13464,79,-1,0,,0
brother jacopus,Dragonslayer,0.040233614536,-1,-1,37,m,1981,868,tt0082288,6164,18,-1,0,,0
galen,Dragonslayer,0.216580142764,-1,-1,27,m,1981,868,tt0082288,6164,18,-1,0,,0
greil,Dragonslayer,0.0893900064893,-1,-1,53,m,1981,868,tt0082288,6164,18,-1,0,,0
hodge,Dragonslayer,0.0702465931213,-1,-1,72,m,1981,868,tt0082288,6164,18,-1,0,,0
horsrik,Dragonslayer,0.0444516547696,-1,-1,50,m,1981,868,tt0082288,6164,18,-1,0,,0
king,Dragonslayer,0.0658663205711,-1,-1,None,m,1981,868,tt0082288,6164,18,-1,0,,0
princess elspet,Dragonslayer,0.0470473718365,-1,-1,None,f,1981,868,tt0082288,6164,18,-1,0,,0
simon,Dragonslayer,0.0499675535367,-1,-1,None,m,1981,868,tt0082288,6164,18,-1,0,,0
tyrian,Dragonslayer,0.0756002595717,-1,-1,40,m,1981,868,tt0082288,6164,18,-1,0,,0
ulrich,Dragonslayer,0.109669046074,-1,-1,79,m,1981,868,tt0082288,6164,18,-1,0,,0
valerian,Dragonslayer,0.190947436729,-1,-1,29,f,1981,868,tt0082288,6164,18,-1,0,,0
barton keyes,Double Indemnity,0.217068784655,-1,-1,51,m,1944,869,tt0036775,13346,None,-1,0,,0
edward s. norto,Double Indemnity,0.047130226285,-1,-1,40,m,1944,869,tt0036775,13346,None,-1,0,,0
lola dietrichso,Double Indemnity,0.0752285328938,-1,-1,23,f,1944,869,tt0036775,13346,None,-1,0,,0
mr. jackson,Double Indemnity,0.0240521504571,-1,-1,56,m,1944,869,tt0036775,13346,None,-1,0,,0
nino zachetti,Double Indemnity,0.00786752585044,-1,-1,27,m,1944,869,tt0036775,13346,None,-1,0,,0
phyllis dietric,Double Indemnity,0.191742844298,-1,-1,37,f,1944,869,tt0036775,13346,None,-1,0,,0
sam garlopis,Double Indemnity,0.00951595983815,-1,-1,49,m,1944,869,tt0036775,13346,None,-1,0,,0
walter neff,Double Indemnity,0.427393975723,-1,-1,36,m,1944,869,tt0036775,13346,None,-1,0,,0
bill siddons,The Doors,0.0220190779014,-1,-1,20,m,1991,871,tt0101761,12580,72,-1,0,,0
gloria,The Doors,0.0143084260731,-1,-1,None,f,1991,871,tt0101761,12580,72,-1,0,,0
jim morrison,The Doors,0.533147853736,-1,-1,32,m,1991,871,tt0101761,12580,72,-1,0,,0
john densmore,The Doors,0.0426868044515,-1,-1,26,m,1991,871,tt0101761,12580,72,-1,0,,0
lawyer,The Doors,0.00906200317965,-1,-1,72,m,1991,871,tt0101761,12580,72,-1,0,,0
mike,The Doors,0.0116057233704,-1,-1,None,m,1991,871,tt0101761,12580,72,-1,0,,0
music manager,The Doors,0.0170111287758,-1,-1,45,m,1991,871,tt0101761,12580,72,-1,0,,0
pamela courson,The Doors,0.0961844197138,-1,-1,30,f,1991,871,tt0101761,12580,72,-1,0,,0
patricia kennea,The Doors,0.0548489666137,-1,-1,37,f,1991,871,tt0101761,12580,72,-1,0,,0
paul rothchild,The Doors,0.0179650238474,-1,-1,33,m,1991,871,tt0101761,12580,72,-1,0,,0
pr man,The Doors,0.0100158982512,-1,-1,None,m,1991,871,tt0101761,12580,72,-1,0,,0
ray manzarek,The Doors,0.0965818759936,-1,-1,32,m,1991,871,tt0101761,12580,72,-1,0,,0
robbie,The Doors,0.0342607313196,-1,-1,None,m,1991,871,tt0101761,12580,72,-1,0,,0
sullivan's prod,The Doors,0.0112877583466,-1,-1,31,m,1991,871,tt0101761,12580,72,-1,0,,0
tom baker,The Doors,0.0290143084261,-1,-1,33,m,1991,871,tt0101761,12580,72,-1,0,,0
groucho,Duck Soup,0.730343737653,-1,-1,None,m,1933,873,tt0023969,5062,None,-1,0,,0
mrs. teasdale,Duck Soup,0.14302647175,-1,-1,51,f,1933,873,tt0023969,5062,None,-1,0,,0
trentino,Duck Soup,0.126629790597,-1,-1,38,m,1933,873,tt0023969,5062,None,-1,0,,0
doctor kynes,Dune,0.0753469927297,-1,-1,55,m,1984,875,tt0087182,6052,70,-1,0,,0
doctor wellingt,Dune,0.0289160608063,-1,-1,48,m,1984,875,tt0087182,6052,70,-1,0,,0
duke leto atrei,Dune,0.0603106411104,-1,-1,43,m,1984,875,tt0087182,6052,70,-1,0,,0
gurney halleck,Dune,0.0456047587574,-1,-1,44,m,1984,875,tt0087182,6052,70,-1,0,,0
lady jessica,Dune,0.116820885658,-1,-1,39,f,1984,875,tt0087182,6052,70,-1,0,,0
padishah empero,Dune,0.0555188367482,-1,-1,72,m,1984,875,tt0087182,6052,70,-1,0,,0
paul atreides,Dune,0.293621943159,-1,-1,25,m,1984,875,tt0087182,6052,70,-1,0,,0
piter de vries,Dune,0.0363516192994,-1,-1,34,m,1984,875,tt0087182,6052,70,-1,0,,0
reverend mother,Dune,0.0915399867812,-1,-1,54,f,1984,875,tt0087182,6052,70,-1,0,,0
stilgar,Dune,0.0705551883675,-1,-1,39,m,1984,875,tt0087182,6052,70,-1,0,,0
the baron's doc,Dune,0.0829477858559,-1,-1,67,m,1984,875,tt0087182,6052,70,-1,0,,0
thufir hawat,Dune,0.042465300727,-1,-1,57,m,1984,875,tt0087182,6052,70,-1,0,,0
bill,Edward Scissorhands,0.135708566853,-1,-1,56,m,1990,878,tt0099487,4996,116,-1,0,,0
edward scissorh,Edward Scissorhands,0.037029623699,-1,-1,27,m,1990,878,tt0099487,4996,116,-1,0,,0
esmeralda,Edward Scissorhands,0.0208166533227,-1,-1,40,f,1990,878,tt0099487,4996,116,-1,0,,0
jim,Edward Scissorhands,0.107886309047,-1,-1,22,m,1990,878,tt0099487,4996,116,-1,0,,0
joyce,Edward Scissorhands,0.119695756605,-1,-1,40,f,1990,878,tt0099487,4996,116,-1,0,,0
kevin,Edward Scissorhands,0.0306244995997,-1,-1,12,m,1990,878,tt0099487,4996,116,-1,0,,0
kim,Edward Scissorhands,0.112089671737,-1,-1,19,f,1990,878,tt0099487,4996,116,-1,0,,0
marge,Edward Scissorhands,0.0252201761409,-1,-1,38,f,1990,878,tt0099487,4996,116,-1,0,,0
officer allen,Edward Scissorhands,0.0230184147318,-1,-1,56,m,1990,878,tt0099487,4996,116,-1,0,,0
peg,Edward Scissorhands,0.387910328263,-1,-1,42,f,1990,878,tt0099487,4996,116,-1,0,,0
agent thomas mo,Eagle Eye,0.148926802422,-1,-1,53,m,2008,879,tt1059786,9085,122,-1,0,,0
ariia,Eagle Eye,0.0580077050083,-1,-1,48,f,2008,879,tt1059786,9085,122,-1,0,,0
defense secreta,Eagle Eye,0.0496422674739,-1,-1,45,m,2008,879,tt1059786,9085,122,-1,0,,0
jerry shaw,Eagle Eye,0.168299394606,-1,-1,22,m,2008,879,tt1059786,9085,122,-1,0,,0
kyle,Eagle Eye,0.0241056686846,-1,-1,None,m,2008,879,tt1059786,9085,122,-1,0,,0
latesha,Eagle Eye,0.124160704458,-1,-1,None,f,2008,879,tt1059786,9085,122,-1,0,,0
michael,Eagle Eye,0.0149697303247,-1,-1,None,m,2008,879,tt1059786,9085,122,-1,0,,0
middle eastern ,Eagle Eye,0.0147495872317,-1,-1,None,m,2008,879,tt1059786,9085,122,-1,0,,0
mrs. wierzbowsk,Eagle Eye,0.0267473858008,-1,-1,75,f,2008,879,tt1059786,9085,122,-1,0,,0
rachel holloman,Eagle Eye,0.157182168409,-1,-1,32,f,2008,879,tt1059786,9085,122,-1,0,,0
scott,Eagle Eye,0.126582278481,-1,-1,None,m,2008,879,tt1059786,9085,122,-1,0,,0
woman's voice,Eagle Eye,0.0866263070996,-1,-1,None,f,2008,879,tt1059786,9085,122,-1,0,,0
bess throckmort,Elizabeth: The Golden Age,0.103061782395,-1,-1,25,f,2007,885,tt0414055,7316,20,-1,0,,0
dr. john dee,Elizabeth: The Golden Age,0.0386823400765,-1,-1,54,m,2007,885,tt0414055,7316,20,-1,0,,0
king philip ll ,Elizabeth: The Golden Age,0.0207763805358,-1,-1,39,m,2007,885,tt0414055,7316,20,-1,0,,0
lord howard,Elizabeth: The Golden Age,0.0210497539639,-1,-1,65,m,2007,885,tt0414055,7316,20,-1,0,,0
mary stuart,Elizabeth: The Golden Age,0.0686167304538,-1,-1,30,f,2007,885,tt0414055,7316,20,-1,0,,0
queen elizabeth,Elizabeth: The Golden Age,0.339256424276,-1,-1,38,f,2007,885,tt0414055,7316,20,-1,0,,0
robert reston,Elizabeth: The Golden Age,0.0235101148168,-1,-1,40,m,2007,885,tt0414055,7316,20,-1,0,,0
sir amyas paule,Elizabeth: The Golden Age,0.0220065609623,-1,-1,40,m,2007,885,tt0414055,7316,20,-1,0,,0
sir christopher,Elizabeth: The Golden Age,0.0199562602515,-1,-1,29,m,2007,885,tt0414055,7316,20,-1,0,,0
sir francis wal,Elizabeth: The Golden Age,0.103198469109,-1,-1,56,m,2007,885,tt0414055,7316,20,-1,0,,0
sir walter rale,Elizabeth: The Golden Age,0.198605795517,-1,-1,43,m,2007,885,tt0414055,7316,20,-1,0,,0
ursula walsingh,Elizabeth: The Golden Age,0.0150355385457,-1,-1,44,f,2007,885,tt0414055,7316,20,-1,0,,0
william walsing,Elizabeth: The Golden Age,0.0262438490979,-1,-1,43,m,2007,885,tt0414055,7316,20,-1,0,,0
anne,The Elephant Man,0.0391787852866,-1,-1,None,f,1980,886,tt0080678,5845,None,-1,0,,0
broadneck,The Elephant Man,0.0776732249786,-1,-1,60,m,1980,886,tt0080678,5845,None,-1,0,,0
bytes,The Elephant Man,0.0819503849444,-1,-1,53,m,1980,886,tt0080678,5845,None,-1,0,,0
carr gomm,The Elephant Man,0.223438836612,-1,-1,76,m,1980,886,tt0080678,5845,None,-1,0,,0
fox,The Elephant Man,0.0215568862275,-1,-1,46,m,1980,886,tt0080678,5845,None,-1,0,,0
frederick treve,The Elephant Man,0.0326775021386,-1,-1,43,m,1980,886,tt0080678,5845,None,-1,0,,0
john merrick,The Elephant Man,0.235757057314,-1,-1,40,m,1980,886,tt0080678,5845,None,-1,0,,0
mothershead,The Elephant Man,0.0896492728828,-1,-1,68,f,1980,886,tt0080678,5845,None,-1,0,,0
mrs. kendal,The Elephant Man,0.0591958939264,-1,-1,49,f,1980,886,tt0080678,5845,None,-1,0,,0
night porter,The Elephant Man,0.102822925577,-1,-1,34,m,1980,886,tt0080678,5845,None,-1,0,,0
nora,The Elephant Man,0.0360992301112,-1,-1,24,f,1980,886,tt0080678,5845,None,-1,0,,0
brazen,Escape from L.A.,0.0601226993865,-1,-1,31,f,1996,892,tt0116225,4890,49,-1,0,,0
cmdr. malloy,Escape from L.A.,0.146421267894,-1,-1,55,m,1996,892,tt0116225,4890,49,-1,0,,0
cuervo jones,Escape from L.A.,0.0969325153374,-1,-1,44,m,1996,892,tt0116225,4890,49,-1,0,,0
hershe las palm,Escape from L.A.,0.038445807771,-1,-1,47,f,1996,892,tt0116225,4890,49,-1,0,,0
map to the star,Escape from L.A.,0.139877300613,-1,-1,39,m,1996,892,tt0116225,4890,49,-1,0,,0
pendejo bob,Escape from L.A.,0.0548057259714,-1,-1,None,m,1996,892,tt0116225,4890,49,-1,0,,0
pipeline,Escape from L.A.,0.0539877300613,-1,-1,56,m,1996,892,tt0116225,4890,49,-1,0,,0
police anchor,Escape from L.A.,0.0366053169734,-1,-1,None,f,1996,892,tt0116225,4890,49,-1,0,,0
president,Escape from L.A.,0.0220858895706,-1,-1,73,m,1996,892,tt0116225,4890,49,-1,0,,0
snake plissken,Escape from L.A.,0.220040899796,-1,-1,45,m,1996,892,tt0116225,4890,49,-1,0,,0
spinal,Escape from L.A.,0.0247443762781,-1,-1,None,m,1996,892,tt0116225,4890,49,-1,0,,0
taslima,Escape from L.A.,0.0670756646217,-1,-1,31,f,1996,892,tt0116225,4890,49,-1,0,,0
utopia,Escape from L.A.,0.038854805726,-1,-1,22,f,1996,892,tt0116225,4890,49,-1,0,,0
alice harford,Eyes Wide Shut,0.141841680129,-1,-1,32,f,1999,898,tt0120663,3095,95,-1,0,,0
domino,Eyes Wide Shut,0.0481421647819,-1,-1,23,f,1999,898,tt0120663,3095,95,-1,0,,0
dr. william har,Eyes Wide Shut,0.535702746365,-1,-1,37,m,1999,898,tt0120663,3095,95,-1,0,,0
gibson,Eyes Wide Shut,0.0662358642973,-1,-1,None,m,1999,898,tt0120663,3095,95,-1,0,,0
marion,Eyes Wide Shut,0.0387722132472,-1,-1,40,f,1999,898,tt0120663,3095,95,-1,0,,0
nick nightingal,Eyes Wide Shut,0.0849757673667,-1,-1,35,m,1999,898,tt0120663,3095,95,-1,0,,0
victor ziegler,Eyes Wide Shut,0.0843295638126,-1,-1,65,m,1999,898,tt0120663,3095,95,-1,0,,0
747 captain,Executive Decision,0.0137544574631,-1,-1,48,m,1996,901,tt0116253,11778,135,-1,0,,0
airline marshal,Executive Decision,0.0110375275938,-1,-1,48,m,1996,901,tt0116253,11778,135,-1,0,,0
ali,Executive Decision,0.0427067413822,-1,-1,None,m,1996,901,tt0116253,11778,135,-1,0,,0
ali hassan,Executive Decision,0.0382068262863,-1,-1,None,m,1996,901,tt0116253,11778,135,-1,0,,0
charlie,Executive Decision,0.0245372728816,-1,-1,None,m,1996,901,tt0116253,11778,135,-1,0,,0
dci,Executive Decision,0.0208014943114,-1,-1,None,m,1996,901,tt0116253,11778,135,-1,0,,0
dennis cahill,Executive Decision,0.0723382577687,-1,-1,36,m,1996,901,tt0116253,11778,135,-1,0,,0
dr. david grant,Executive Decision,0.190439803023,-1,-1,45,m,1996,901,tt0116253,11778,135,-1,0,,0
el sayed jaffa,Executive Decision,0.0139242655799,-1,-1,50,m,1996,901,tt0116253,11778,135,-1,0,,0
flight instruct,Executive Decision,0.00916963830871,-1,-1,None,m,1996,901,tt0116253,11778,135,-1,0,,0
fran,Executive Decision,0.0517914756325,-1,-1,None,f,1996,901,tt0116253,11778,135,-1,0,,0
kaplan,Executive Decision,0.0674987264391,-1,-1,None,m,1996,901,tt0116253,11778,135,-1,0,,0
lt. colonel aus,Executive Decision,0.125742910511,-1,-1,44,m,1996,901,tt0116253,11778,135,-1,0,,0
rat,Executive Decision,0.0793852946171,-1,-1,32,m,1996,901,tt0116253,11778,135,-1,0,,0
remora pilot,Executive Decision,0.0439803022584,-1,-1,None,m,1996,901,tt0116253,11778,135,-1,0,,0
sergeant 'cappy,Executive Decision,0.144676515537,-1,-1,49,m,1996,901,tt0116253,11778,135,-1,0,,0
sergeant baker,Executive Decision,0.0351502801834,-1,-1,39,m,1996,901,tt0116253,11778,135,-1,0,,0
terrorist,Executive Decision,0.0148582102224,-1,-1,None,m,1996,901,tt0116253,11778,135,-1,0,,0
dietrich hassle,Face/Off,0.0441145281018,-1,-1,38,m,1997,902,tt0119094,4715,212,-1,0,,0
dr. eve archer,Face/Off,0.177942735949,-1,-1,41,f,1997,902,tt0119094,4715,212,-1,0,,0
jamie archer,Face/Off,0.0335100742312,-1,-1,17,f,1997,902,tt0119094,4715,212,-1,0,,0
pollux troy,Face/Off,0.0788971367975,-1,-1,25,m,1997,902,tt0119094,4715,212,-1,0,,0
priest,Face/Off,0.0233297985154,-1,-1,None,m,1997,902,tt0119094,4715,212,-1,0,,0
prison guard wa,Face/Off,0.0430540827147,-1,-1,34,m,1997,902,tt0119094,4715,212,-1,0,,0
sasha hassler,Face/Off,0.0579003181336,-1,-1,35,f,1997,902,tt0119094,4715,212,-1,0,,0
sean archer,Face/Off,0.404029692471,-1,-1,33,m,1997,902,tt0119094,4715,212,-1,0,,0
tito biondi,Face/Off,0.0523860021209,-1,-1,44,m,1997,902,tt0119094,4715,212,-1,0,,0
victor lazarro,Face/Off,0.0502651113468,-1,-1,64,m,1997,902,tt0119094,4715,212,-1,0,,0
wanda,Face/Off,0.0345705196182,-1,-1,29,f,1997,902,tt0119094,4715,212,-1,0,,0
brad hamilton,Fast Times at Ridgemont High,0.0966106218308,-1,-1,25,m,1982,906,tt0083929,7494,None,-1,0,,0
businessman,Fast Times at Ridgemont High,0.0209500934081,-1,-1,None,m,1982,906,tt0083929,7494,None,-1,0,,0
cindy,Fast Times at Ridgemont High,0.0152121697358,-1,-1,22,f,1982,906,tt0083929,7494,None,-1,0,,0
jeff spicoli,Fast Times at Ridgemont High,0.113690952762,-1,-1,22,m,1982,906,tt0083929,7494,None,-1,0,,0
linda barrett,Fast Times at Ridgemont High,0.12970376301,-1,-1,19,f,1982,906,tt0083929,7494,None,-1,0,,0
lisa,Fast Times at Ridgemont High,0.0173472111022,-1,-1,22,f,1982,906,tt0083929,7494,None,-1,0,,0
mark 'rat' ratn,Fast Times at Ridgemont High,0.116760074726,-1,-1,26,m,1982,906,tt0083929,7494,None,-1,0,,0
mike damone,Fast Times at Ridgemont High,0.138110488391,-1,-1,26,m,1982,906,tt0083929,7494,None,-1,0,,0
