script_id,imdb_character_name,words,gender,age
8963,sam masterson,178,m,52
8963,tom conovan,843,m,NULL
8970,admiral ohsugi,241,m,NULL
8970,baron nishi,755,m,43
8970,Captain Iwasaki,214,m,45
8970,captain tanida,476,m,NULL
8970,Colonel Adachi,129,m,NULL
8970,general kuribay,2393,m,47
8970,Lieutenant Fuji,233,m,NULL
8970,Lieutenant Ito,333,m,34
8970,lieutenant okub,387,m,NULL
8970,Nozaki,300,m,25
8970,saigo,1853,m,23
8970,shimizu,728,m,32
8971,audrey reede,868,f,32
8971,dana appleton,223,f,53
8971,fletcher reede,4105,m,35
8971,greta,324,f,63
8971,jerry,338,m,35
8971,Judge Marshall ,542,m,59
8971,max reede,442,m,9
8971,miranda,263,f,35
8971,mr. allan,121,m,69
8971,philip,166,m,NULL
8971,Samantha Cole,367,f,39
8972,charlie,153,m,NULL
8972,denise di fiori,2628,f,33
8972,derek,186,m,NULL
8972,eleanor,869,f,NULL
8972,gil,261,m,62
8972,lucy zane,496,f,52
8972,marion,107,f,NULL
8972,rick spencer,1476,m,26
8972,sam,345,m,12
8992,abigail,955,f,54
8992,angie,363,f,NULL
8992,annette,148,f,NULL
8992,becky,202,f,23
8992,curtis,122,m,NULL
8992,darren,489,m,27
8992,dave the lawyer,1362,m,38
8992,david,257,m,NULL
8992,deutsch,929,m,63
8992,emily,2416,f,62
8992,joan,3249,f,NULL
8992,john,520,m,49
8992,karl,761,m,49
8992,lionel,106,m,NULL
8992,lisa cohen,9447,f,29
8992,mitchell,839,m,NULL
8992,monica,288,f,25
8992,mr. klein,225,m,76
8992,mr. lewis,127,m,NULL
8992,mrs. maretti,161,f,40
8992,paul,772,m,29
8992,ramon,1121,m,63
8992,rob,166,m,61
8992,rodrigo,125,m,32
9004,captain tony st,2770,m,48
9004,colonel stuart ,207,m,47
9004,dale martin,117,m,52
9004,kelly,284,f,25
9004,monica washingt,105,f,27
9004,olivia pitterso,577,f,32
9004,recruiter brown,116,m,26
9004,recruiter olson,155,m,29
9004,returning soldi,183,m,NULL
9004,staff sergeant ,1975,m,29
9008,adriana,1082,f,36
9008,carol,135,f,27
9008,ernest hemingwa,875,m,35
9008,f. scott fitzge,183,m,30
9008,gabrielle,119,f,26
9008,gertrude stein,640,f,63
9008,gil,4519,m,43
9008,helen,438,f,63
9008,inez,1656,f,33
9008,john,307,m,58
9008,paul,565,m,42
9008,paul gauguin,108,m,NULL
9008,salvador dalí,204,m,38
9008,zelda fitzgeral,345,f,26
9015,alan,138,m,NULL
9015,art howe,580,m,44
9015,billy beane,7066,m,48
9015,casey beane,202,f,13
9015,chad bradford,108,m,NULL
9015,game announcer,130,m,NULL
9015,grady fuson,907,m,NULL
9015,joe morgao,113,m,NULL
9015,john,296,m,NULL
9015,mark shapiro,140,m,44
9015,peter brand,2187,m,28
9015,pittaro,122,m,55
9015,ron washington,110,m,NULL
9015,schott,649,m,NULL
9015,scott boras,147,m,NULL
9015,scout martinez,214,m,NULL
9015,tara,309,f,NULL
9015,umpire - game 2,116,m,NULL
9015,young jongewaar,246,m,NULL
9017,art,169,m,37
9017,chet,133,m,35
9017,dean hardscrabb,598,f,68
9017,greek council p,279,f,29
9017,greek council v,379,m,35
9017,johnny,362,m,42
9017,mike,2226,m,65
9017,professor knigh,325,m,60
9017,randy,177,m,56
9017,squishy,411,m,NULL
9017,sulley,1195,m,61
9017,terri,114,m,43
9017,terry,113,m,50
9017,young mike,129,m,NULL
9021,dr. wexler - ma,125,m,49
9021,eddie,352,m,35
9021,jane smith,1794,f,30
9021,jasmine,204,f,28
9021,john smith,2257,m,42
9021,julie - associa,106,f,31
9025,ali,335,m,31
9025,andreas,127,m,34
9025,avner,2657,m,37
9025,avner's mother,190,f,66
9025,carl,845,m,52
9025,daphna,277,f,36
9025,ephraim,1487,m,54
9025,general zamir,111,m,NULL
9025,german reporter,146,m,32
9025,golda meir,290,f,72
9025,hans,752,m,58
9025,hotel aristides,148,m,64
9025,israeli soldier,116,m,40
9025,louis,768,m,40
9025,mossad accounta,206,m,NULL
9025,robert,940,m,38
9025,steve,891,m,37
9025,tony - andreas',184,m,40
9025,wael zwaiter,177,m,60
9025,yvonne,118,f,36
9051,alessandra,136,f,31
9051,braddon,1263,m,42
9051,dr. thorpe,217,m,39
9051,julz,1782,f,26
9051,matthew,146,m,32
9051,paul,2568,m,35
9051,roland,685,m,60
9051,yvonne,330,f,63
9056,anne stewart,546,f,11
9056,charles stewart,170,m,37
9056,grace,149,f,NULL
9056,grace stewart,4356,f,34
9056,mrs. bertha mil,1210,f,60
9056,nicholas stewar,566,m,NULL
9056,victor marlish,118,m,NULL
9057,dr iwabi,212,m,NULL
9057,dr. drew reynol,188,m,64
9057,dr. lisa aronso,114,f,NULL
9057,dr. mascelli,151,m,47
9057,general billy f,1314,m,58
9057,izzy,852,m,NULL
9057,jimbo scott,126,m,29
9057,major salt,650,m,27
9057,robby keough,866,f,41
9057,rudy alvarez,106,m,NULL
9057,Sam Daniels,2693,m,58
9062,ahmad,2733,m,47
9062,fouad,417,m,NULL
9062,Lea,270,f,NULL
9062,lucie,679,f,17
9062,marie brisson,2327,f,37
9062,Naima,652,f,25
9062,samir,1484,m,32
9062,shahryar,222,m,NULL
9083,detective loki,2355,m,33
9083,eliza birch,223,f,NULL
9083,forensics guy,313,m,NULL
9083,franklin birch,371,m,44
9083,grace dover,609,f,46
9083,holly jones,127,f,53
9083,keller dover,1991,m,45
9083,mrs. milland,181,f,73
9083,nancy birch,476,f,48
9083,police station ,154,f,NULL
9083,ralph dover,385,m,17
9098,billy,228,m,NULL
9098,david patrick,161,m,35
9098,frankie,215,m,61
9098,gary barker,710,m,59
9098,glen,252,m,35
9098,jimmy,151,m,NULL
9098,lynn sheridan,1074,f,27
9098,mark,185,m,NULL
9098,mr. henderson,125,m,51
9098,steve barker,1788,m,34
9098,thomas,105,m,36
9104,cherie currie,1387,f,16
9104,cherie's mom,304,f,47
9104,joan jett,1181,f,20
9104,kim fowley,1686,m,36
9104,lita ford,191,f,21
9104,marie currie,608,f,21
9104,sandy west,293,f,21
9104,tammy,122,f,17
9111,arnau,363,m,NULL
9111,belinda,269,f,32
9111,bridget,132,f,41
9111,darius,1937,f,28
9111,jeff,2132,m,34
9111,jones,159,m,NULL
9111,kenneth,2149,m,36
9111,liz,366,f,38
9111,mr. britt,120,m,50
9111,smith,138,m,NULL
9116,albert hujar,109,m,47
9116,amon goeth,963,m,31
9116,itzhak stern,552,m,50
9116,julian scherner,141,m,47
9116,oskar schindler,3258,m,41
9116,poldek pfefferb,227,m,34
9121,albin grau,1435,m,56
9121,friedrich wilhe,4437,m,47
9121,fritz arno wagn,921,m,38
9121,greta schröder,550,f,28
9121,gustav von wang,604,m,38
9121,Henrik Galeen,1224,m,42
9121,max schreck,1150,m,45
9121,micheline,750,f,37
9121,paul,142,m,NULL
9121,Wolfgang Muller,156,m,36
9123,barbara,457,f,58
9123,david,993,m,33
9123,dianne,681,f,31
9123,ed,1459,m,32
9123,liz,1405,f,32
9123,pete,434,m,32
9123,philip,283,m,55
9123,rabid monkeys n,177,m,30
9123,shaun,3562,m,34
9123,yvonne,174,f,32
9135,buddy wallace,179,m,55
9135,carl arbogast,446,m,22
9135,college-aged bi,2788,m,28
9135,cosmo,1031,m,49
9135,darren 'mother',863,m,40
9135,dick gordon,409,m,35
9135,donald crease,1027,m,65
9135,dr. elena rhyzk,121,f,39
9135,dr. gunter jane,149,m,26
9135,dr. werner bran,344,m,41
9135,gregor,342,m,58
9135,irwin 'whistler,761,m,43
9135,liz,729,f,40
9135,martin 'marty' ,127,m,56
9135,nsa agent berna,153,m,61
9156,amy sumner,1480,f,28
9156,bic,253,m,35
9156,charlie,1589,m,35
9156,chris,190,m,30
9156,coach milkens,199,m,38
9156,daniel niles,130,m,40
9156,david sumner,2587,m,38
9156,janice heddon,224,f,20
9156,john burke,119,m,37
9156,norman,218,m,32
9156,pastor,121,m,NULL
9156,tom heddon,522,m,64
9177,1st lt. band,882,m,NULL
9177,1st sgt. edward,1787,m,38
9177,2nd lt. gore,105,m,38
9177,Capt. James 'Bu,2201,m,37
9177,capt. john gaff,716,m,32
9177,cpl. fife,1459,m,25
9177,cpl. queen,303,m,NULL
9177,cpl. thorne,274,m,NULL
9177,lt. col. gordon,2456,m,57
9177,medic #2,158,m,27
9177,pfc - beade,399,m,19
9177,pfc. doll,1254,m,24
9177,pvt. ash,117,m,29
9177,pvt. bell,890,m,28
9177,pvt. charlie da,824,m,32
9177,pvt. coombs,130,m,22
9177,pvt. mazzi,852,m,35
9177,pvt. tella,192,m,27
9177,pvt. tills,296,m,34
9177,pvt. weld,113,m,30
9177,pvt. witt,1567,m,30
9177,sgt. becker,218,m,38
9177,sgt. keck,410,m,37
9177,sgt. storm,855,m,33
9195,father haynes,3647,m,NULL
9195,grandmother,2325,f,53
9195,jack,1881,m,51
9195,r.l.,433,m,NULL
9195,robert,126,m,NULL
9195,steve,228,m,15
9199,alan mann,963,m,52
9199,amy wilson,238,f,25
9199,barbara everett,480,f,47
9199,beachum,952,m,NULL
9199,bob findley,757,m,42
9199,bonnie beechum,225,f,35
9199,bridget rossite,117,f,46
9199,counter woman a,139,f,NULL
9199,d.a. cecilia nu,273,f,47
9199,dale porterhous,522,m,47
9199,frederick rober,154,m,53
9199,gail beechum,170,f,9
9199,jane march,279,f,26
9199,kate everett,201,f,6
9199,leesha mitchell,157,f,39
9199,michelle ziegle,317,f,30
9199,mrs russel,444,f,NULL
9199,patricia findle,112,f,40
9199,pussy man,159,m,NULL
9199,reedy,188,m,47
9199,reverend shille,408,m,52
9199,steve everett,3841,m,69
9199,tom donaldson,102,m,40
9199,warden luther p,978,m,55
9199,wilma francis,113,f,34
9204,Ally Leon,219,f,27
9204,guy lapointe,624,m,51
9204,howard howe,4732,m,74
9204,teddy craft,397,m,26
9204,wallace bryton,1824,m,36
9214,captain gruber,250,m,NULL
9214,casey brenner,1079,f,NULL
9214,darcy gold,1000,f,20
9214,deputy bracken,101,m,45
9214,detective charl,2946,m,32
9214,forensic examin,619,m,NULL
9214,jeff,186,m,NULL
9214,leanne,525,f,NULL
9214,michael,554,m,NULL
9214,mr gold,1066,m,NULL
9214,mrs gold,828,f,NULL
9214,ms newman,492,f,NULL
9214,sheriff dan pat,1820,m,56
9216,clyde reilly,209,m,32
9216,elizabeth deane,428,f,61
9216,lindenmeyer,429,m,39
9216,lt. parker barn,1789,m,41
9216,madison carter,1505,f,36
9216,sid 6.7,1405,m,31
9216,wallace,225,m,39
9216,William Cochran,533,m,40
9222,claire cleary,1807,f,27
9222,Father O'Neil,243,m,70
9222,flower girl,101,f,NULL
9222,gloria cleary,564,f,29
9222,grandma mary cl,359,f,92
9222,groomsman #5,238,m,NULL
9222,jeremy grey,6380,m,35
9222,john beckwith,6163,m,37
9222,kathleen cleary,294,f,54
9222,michael,187,m,NULL
9222,randolph,213,m,56
9222,sack lodge,1210,m,30
9222,Secretary Clear,1413,m,62
9222,todd cleary,412,m,27
9222,woman,197,f,NULL
9223,alice,203,f,34
9223,amanda,138,f,29
9223,barry,1067,m,NULL
9223,harry burns,3668,m,41
9223,jess,510,m,40
9223,marie,860,f,33
9223,older woman cus,323,f,75
9223,sally albright,3858,f,28
9230,aidan bloom,6382,m,39
9230,alan,256,m,44
9230,audition actor ,174,m,56
9230,grace bloom,1277,f,15
9230,janine,170,f,27
9230,jerry,118,m,41
9230,jesse,112,m,NULL
9230,jonah,1044,m,NULL
9230,mrs luis,128,f,NULL
9230,Rabbi Rosenberg,496,m,43
9230,Rabbi Twersky,363,m,88
9230,sarah bloom,1585,f,35
9230,saul,1236,m,NULL
9230,tucker bloom,598,m,NULL
9231,alexandra medfo,1642,f,41
9231,carol medford,110,f,NULL
9231,clyde alden,359,m,40
9231,daryl van horne,3359,m,50
9231,doctor #1,112,f,NULL
9231,felicia alden,708,f,38
9231,jane spofford,1328,f,41
9231,mrs. biddle,177,f,76
9231,sukie ridgemont,1149,f,29
9236,andrew fassbach,128,m,30
9236,burt,299,m,NULL
9236,captain speke,368,m,35
9236,gerry lane,2563,m,50
9236,Jurgen Warmbrun,507,m,NULL
9236,karin lane,412,f,38
9236,Naval Commander,150,m,61
9236,simon,288,m,NULL
9236,thierry umutoni,266,m,42
9241,beth slade,374,f,36
9241,book associate,129,m,NULL
9241,buddy slade,1245,m,38
9241,david gary,178,m,57
9241,girl,125,f,20
9241,hedda gary,457,f,64
9241,jan,120,f,63
9241,matt freehauf,1801,m,42
9241,mavis gary,4271,f,36
9241,vicki,202,f,NULL
9241,wheelchair mike,139,m,NULL
9245,Assistant Plane,178,m,37
9245,carlo,368,m,42
9245,district manage,237,m,51
9245,jonnie goodboy ,1961,m,30
9245,ker,395,m,39
9245,mickey,267,m,22
9245,Planetship,209,m,NULL
9245,terl,2210,m,46
9246,bill django,836,m,60
9246,bob wilton,4202,m,38
9246,General Holtz,199,m,50
9246,General Hopgood,125,m,57
9246,gus lacey,327,m,58
9246,larry hooper,619,m,50
9246,Lyn Cassady,2780,m,48
9246,todd nixon,299,m,51
9247,carol hammie,194,f,31
9247,carter wilson,494,m,45
9247,cecil gaines,3259,m,52
9247,charlie gaines ,332,m,NULL
9247,freddie fallows,179,m,44
9247,gina,145,f,57
9247,gloria gaines,1638,f,59
9247,helen holloway,124,f,NULL
9247,howard,417,m,44
9247,james holloway,298,m,49
9247,james lawson,266,m,32
9247,lbj aide,317,m,NULL
9247,louis gaines,771,m,37
9247,maynard,237,m,74
9247,nancy reagan,129,f,76
9247,richard nixon,354,m,47
9247,senator kasseba,129,f,NULL
9253,abby,515,f,13
9253,girl in pool,118,f,NULL
9253,kenny,285,m,14
9253,kenny's brother,137,m,18
9253,mark,114,m,14
9253,mr. zoric,229,m,43
9253,owen,1123,m,14
9253,owen's mother,286,f,39
9253,the father,101,m,63
9253,the policeman,445,m,49
9254,beast,1162,m,35
9254,belle,2183,f,35
9254,chip,446,m,9
9254,cogsworth,1658,m,49
9254,gaston,1326,m,38
9254,lefou,415,m,NULL
9254,lumiere,1063,m,56
9254,maurice,1107,m,71
9254,monsieur d'arqu,114,m,58
9254,mrs. potts,564,f,66
9254,wardrobe,121,f,54
